Restaurant_Latitude,Restaurant_Longitude,Restaurant_Zip_code,POI_Type,Count
48.832253,2.293413,75015,lodging,18
48.83381,2.28956,75015,lodging,18
48.841843,2.29889,75015,lodging,18
48.8499,2.29127,75015,lodging,18
48.85439,2.29505,75015,lodging,18
48.85036,2.29311,75015,lodging,18
48.8453598,2.2990401,75015,lodging,18
48.858368,2.294480285,75007,lodging,18
48.851417,2.292189,75015,lodging,18
48.85348,2.29511,75015,lodging,18
48.85731,2.30205,75007,lodging,18
48.848798,2.28751,75015,lodging,18
48.85836544,2.294573981,75007,lodging,18
48.851581,2.300535,75007,lodging,18
48.85511,2.29448,75015,lodging,18
48.85844,2.28734,75016,lodging,18
48.85367,2.29725,75007,lodging,18
48.85836,2.296,75007,lodging,18
48.85067,2.2918,75015,lodging,18
48.85454288,2.295364922,75015,lodging,18
48.84406,2.28427,75015,lodging,18
48.8588295,2.2850399,75016,lodging,18
48.854002,2.296251,75015,lodging,18
48.823504,2.33048,75014,lodging,18
48.82487,2.32031,75014,lodging,18
48.825039,2.32348,75014,lodging,18
48.8195992,2.3234701,92120,lodging,18
48.82405,2.32831,75014,lodging,18
48.823598,2.324751,75014,lodging,18
48.8244,2.32344,75014,lodging,18
48.82423,2.32589,75014,lodging,18
48.822216,2.338178,75014,lodging,18
48.82799,2.32709,75014,lodging,18
48.8266747,2.3228551,75014,lodging,18
48.822244,2.340576,75014,lodging,18
48.86514468,2.443238758,93100,lodging,2
48.8658135,2.4466307,93100,lodging,2
48.86406,2.44503,93100,lodging,2
48.86548,2.43725,93100,lodging,2
48.8667984,2.43554,93100,lodging,2
48.86312,2.44394,93100,lodging,2
48.863075,2.440693,93100,lodging,2
48.86654999,2.444690354,93100,lodging,2
48.86359,2.44986,93100,lodging,2
48.86259,2.44214,93100,lodging,2
48.8613316,2.4407823,93100,lodging,2
48.872052,2.451727,93100,lodging,2
48.84026,2.26557,75116,lodging,9
48.839062,2.257758,75016,lodging,9
48.84103332,2.271564384,75015,lodging,9
48.8379307,2.265059,75016,lodging,9
48.84152,2.26652,75016,lodging,9
48.837355,2.257501,75016,lodging,9
48.84352,2.27402,75015,lodging,9
48.842412,2.2820197,75015,lodging,9
48.83976184,2.263723285,75016,lodging,9
48.856266,2.278149,75016,lodging,18
48.8596099,2.2993434,75007,lodging,18
48.85924,2.3004,75007,lodging,18
48.860385,2.293561,75007,lodging,18
48.85941,2.29861,75007,lodging,18
48.862584,2.2885815,75016,lodging,18
48.85652,2.292832,75007,lodging,18
48.80140364,2.42177993,94140,lodging,0
48.7958297,2.4108478,94400,lodging,0
48.80019,2.41819,94140,lodging,0
48.79716085,2.41835571,94140,lodging,0
48.7977994,2.4238288,94140,lodging,0
48.80505,2.41928,94140,lodging,0
48.7998,2.4187708,94140,lodging,0
48.8043,2.41983,94140,lodging,0
48.79861,2.42346,94140,lodging,0
48.80456844,2.419806526,94140,lodging,0
48.887828,2.378784,75019,lodging,11
48.8874,2.37871,75019,lodging,11
48.88792,2.3769,75019,lodging,11
48.896975,2.386692,75019,lodging,11
48.895602,2.387897,75019,lodging,11
48.8908797,2.38388,75019,lodging,11
48.8965699,2.38467,75019,lodging,11
48.8837333,2.3178708,75017,lodging,18
48.88051,2.31738,75008,lodging,18
48.886,2.31904,75017,lodging,18
48.88761,2.3181,75017,lodging,18
48.88533,2.3255,75017,lodging,18
48.88463,2.3149,75017,lodging,18
48.8847018,2.32468,75017,lodging,18
48.882265,2.313859,75017,lodging,18
48.88299,2.31815,75017,lodging,18
48.8871872,2.317766552,75017,lodging,18
48.8802,2.32398,75008,lodging,18
48.882688,2.3169815,75017,lodging,18
48.836372,2.251768,92100,lodging,12
48.84767,2.25983,75016,lodging,12
48.8399901,2.2453856,92100,lodging,12
48.8357,2.25355,92100,lodging,12
48.8402728,2.2637073,75016,lodging,12
48.837666,2.259634,75016,lodging,12
48.83752,2.24709,92100,lodging,12
48.84671772,2.252159724,75016,lodging,12
48.8404898,2.2645606,75016,lodging,12
48.837,2.26197,75016,lodging,12
48.85322,2.42612,93100,lodging,11
48.846,2.43522,94300,lodging,11
48.8522855,2.4238088,93100,lodging,11
48.84596,2.416013,94160,lodging,11
48.845126,2.434178,94300,lodging,11
48.8531199,2.4235699,93100,lodging,11
48.84553,2.42822,94300,lodging,11
48.84494186,2.435766881,94300,lodging,11
48.84257,2.435489,94300,lodging,11
48.84868,2.4263499,94300,lodging,11
48.848912,2.426425,93100,lodging,11
48.8545209,2.4195827,93100,lodging,11
48.8534,2.4348,93100,lodging,11
48.842931,2.422087,75012,lodging,11
48.84892298,2.42644798,93100,lodging,11
48.846532,2.419625,94300,lodging,11
48.84387162,2.417498588,94160,lodging,11
48.846258,2.43834,94300,lodging,11
48.85219574,2.423890114,93100,lodging,11
48.818255,2.319238,92120,lodging,18
48.81835,2.32266,92120,lodging,18
48.81677,2.32865,92120,lodging,18
48.825006,2.3202234,75014,lodging,18
48.784954,2.307255,92220,lodging,1
48.785458,2.317883,92340,lodging,1
48.79239,2.32028,92220,lodging,1
48.787699,2.318941,92340,lodging,1
48.78239,2.31483,92340,lodging,1
48.792368,2.320718,94230,lodging,1
48.7944097,2.3214855,94230,lodging,1
48.7891823,2.3189112,92220,lodging,1
48.7971887,2.3219987,92220,lodging,1
48.794986,2.321468,94230,lodging,1
48.7947807,2.3034899,92220,lodging,1
48.787777,2.318381,92340,lodging,1
48.7852,2.30253,92330,lodging,1
48.7930792,2.3208007,94230,lodging,1
48.79007,2.31961,94230,lodging,1
48.8645158,2.345401856,75001,lodging,18
48.86775432,2.347742077,75002,lodging,18
48.864206,2.3467,75001,lodging,18
48.8678119,2.3479551,75002,lodging,18
48.866353,2.337373,75001,lodging,18
48.871088,2.343115,75002,lodging,18
48.866218,2.337011,75001,lodging,18
48.860525,2.354439,75004,lodging,18
48.86807223,2.343128471,75002,lodging,18
48.862956,2.347970194,75001,lodging,18
48.86872,2.34761,75002,lodging,18
48.86592,2.346318,75002,lodging,18
48.86558,2.33689,75001,lodging,18
48.864366,2.342079,75001,lodging,18
48.86611,2.34411,75002,lodging,18
48.87165316,2.345725843,75009,lodging,18
48.8634,2.35068,75001,lodging,18
48.86316,2.34987,75001,lodging,18
48.86434,2.34405,75001,lodging,18
48.86778087,2.346997413,75002,lodging,18
48.86557,2.35045,75002,lodging,18
48.87880126,2.344854379,75009,lodging,18
48.87259,2.34422,75009,lodging,18
48.8793272,2.3580703,75010,lodging,18
48.882901,2.359645,75010,lodging,18
48.82754,2.34812,75013,lodging,9
48.82789,2.34564,75013,lodging,9
48.8279997,2.3457416,75013,lodging,9
48.82568,2.34839,75013,lodging,9
48.827911,2.350476,75013,lodging,9
48.88596036,2.334716578,75018,lodging,18
48.88583,2.32865,75018,lodging,18
48.887515,2.332528,75018,lodging,18
48.88526,2.33599,75018,lodging,18
48.8862305,2.3364999,75018,lodging,18
48.890681,2.320363,75017,lodging,18
48.886289,2.322087,75017,lodging,18
48.8882138,2.3211997,75017,lodging,18
48.87049,2.3223497,75008,lodging,18
48.8563199,2.27972,75016,lodging,14
48.863454,2.260424,75016,lodging,14
48.8591399,2.26755,75016,lodging,14
48.858153,2.2723542,75016,lodging,14
48.8568826,2.2777089,75016,lodging,14
48.856782,2.279785,75016,lodging,14
48.897623,2.344037,75018,lodging,15
48.89663,2.34291,75018,lodging,15
48.89338589,2.340391986,75018,lodging,15
48.8911212,2.3470237,75018,lodging,15
48.893,2.3417,75018,lodging,15
48.870896,2.300525,75008,lodging,18
48.869078,2.300683,75016,lodging,18
48.87150968,2.29829306,75008,lodging,18
48.87393938,2.345441,75009,lodging,18
48.87391,2.350283,75010,lodging,18
48.87475,2.34794,75009,lodging,18
48.8773165,2.3470364,75009,lodging,18
48.8848837,2.2950957,75017,lodging,18
48.8851034,2.295054,75017,lodging,18
48.8937843,2.2910843,92300,lodging,18
48.88240131,2.296367906,75017,lodging,18
48.8812,2.2778299,92200,lodging,18
48.87931532,2.366416454,75010,lodging,18
48.87907,2.36647,75010,lodging,18
48.87916183,2.366640091,75010,lodging,18
48.88009,2.36684,75010,lodging,18
48.88218,2.36755,75010,lodging,18
48.877615,2.365153,75010,lodging,18
48.87783,2.3651399,75010,lodging,18
48.882134,2.363611,75010,lodging,18
48.82980859,2.374420166,75013,lodging,8
48.823667,2.365693,75013,lodging,8
48.828698,2.365149,75013,lodging,8
48.8303,2.37537,75013,lodging,8
48.8308595,2.3746543,75013,lodging,8
48.87787,2.32736,75009,lodging,18
48.8804907,2.334683233,75009,lodging,18
48.88136,2.3241299,75008,lodging,18
48.88134,2.32757,75009,lodging,18
48.87894,2.34472,75009,lodging,18
48.8772897,2.3461,75009,lodging,18
48.853338,2.356783,75004,lodging,18
48.8478719,2.351084023,75005,lodging,18
48.84993,2.35329,75005,lodging,18
48.8543,2.35002,75004,lodging,18
48.85189731,2.348999177,75005,lodging,18
48.864977,2.335903,75001,lodging,18
48.86889,2.329606,75002,lodging,18
48.86621,2.33801,75001,lodging,18
48.871327,2.333537,75009,lodging,18
48.86543,2.32979,75001,lodging,18
48.86675,2.32798,75001,lodging,18
48.8689389,2.33835553,75002,lodging,18
48.8831801,2.3328846,75009,lodging,18
48.8842814,2.3262705,75017,lodging,18
48.8598,2.30044,75007,lodging,18
48.85646,2.30647,75007,lodging,18
48.856555,2.306652,75007,lodging,18
48.856482,2.3066216,75007,lodging,18
48.860648,2.30943,75007,lodging,18
48.85705,2.30335,75007,lodging,18
48.859058,2.307586315,75007,lodging,18
48.8858284,2.4006401,93310,lodging,10
48.8893059,2.3938069,75019,lodging,10
48.83304,2.31498,75014,lodging,18
48.8434392,2.3144958,75015,lodging,18
48.84272,2.30578,75015,lodging,18
48.841152,2.321768,75014,lodging,18
48.846746,2.310219,75015,lodging,18
48.88876674,2.362939703,75018,lodging,18
48.87693,2.31431,75008,lodging,18
48.88006,2.33106,75009,lodging,18
48.88677189326417,2.375423138381185,75019,lodging,12
48.88647708,2.377266208,75019,lodging,12
48.882984,2.381117,75019,lodging,12
48.8894145,2.3836315,75019,lodging,12
48.88739,2.37906,75019,lodging,12
48.88633527,2.318149,75017,lodging,18
48.88194,2.36876,75010,lodging,16
48.88470315,2.370439433,75019,lodging,16
48.88344,2.36956,75019,lodging,16
48.8695,2.35569,75010,lodging,18
48.8708611,2.3568101,75010,lodging,18
48.8629,2.3533592,75003,lodging,18
48.87070654,2.338780217,75002,lodging,18
48.870646,2.339425,75002,lodging,18
48.86604,2.3353,75001,lodging,18
48.86623,2.38167,75011,lodging,16
48.88046,2.28556,75017,lodging,18
48.88035802,2.285669893,75017,lodging,18
48.88202,2.39255,75019,lodging,8
48.879938,2.386241,75019,lodging,8
48.80145,2.54158,94430,lodging,0
48.8016205,2.54035,94430,lodging,0
48.86391,2.43313,93100,lodging,2
48.86832825,2.432098389,93100,lodging,2
48.849545,2.268463,75016,lodging,9
48.848561,2.265715,75016,lodging,9
48.879802,2.296048,75017,lodging,18
48.84376375,2.402324433,75012,lodging,15
48.8402,2.39242,75012,lodging,15
48.839364,2.39073,75012,lodging,15
48.8438,2.38824,75012,lodging,15
48.85948,2.29853,75007,lodging,18
48.84621732,2.34606624,75005,lodging,18
48.872441,2.364006,75010,lodging,18
48.823438,2.457036,75012,lodging,2
48.816892,2.467781,94340,lodging,2
48.85760473,2.434207822,93100,lodging,4
48.85718,2.43397,93100,lodging,4
48.85824,2.43603,93100,lodging,4
48.86079486,2.439893223,93100,lodging,4
48.8581999,2.43616,93100,lodging,4
48.8599391,2.4390436,93100,lodging,4
48.86126,2.44031,93100,lodging,4
48.85828,2.43341,93100,lodging,4
48.8576012,2.43314,93100,lodging,4
48.858369,2.434087,93100,lodging,4
48.855324,2.441311,93100,lodging,4
48.85802114,2.437240236,93100,lodging,4
48.85884,2.43885,93100,lodging,4
48.86646,2.36816,75011,lodging,18
48.8659652,2.365558,75011,lodging,18
48.8469354,2.3955315,75012,lodging,18
48.84973,2.39324,75011,lodging,18
48.85036123,2.390529849,75011,lodging,18
48.85843519,2.400544578,75020,lodging,14
48.85973,2.40224,75020,lodging,14
48.85446712,2.40049392,75020,lodging,14
48.829465,2.260595,92130,lodging,11
48.82582,2.27331,92130,lodging,11
48.82834,2.28211,92130,lodging,11
48.84638,2.43824,94300,lodging,5
48.84481,2.438675,94300,lodging,5
48.847705,2.436786,94300,lodging,5
48.84808,2.43824,94300,lodging,5
48.8479802,2.4346322,94300,lodging,5
48.8450653,2.4356792,94300,lodging,5
48.84473,2.4384199,94300,lodging,5
48.84509,2.43511,94300,lodging,5
48.8465965,2.4353689,94300,lodging,5
48.9011422,2.3897243,93500,lodging,6
48.896032,2.388009,75019,lodging,6
48.89589,2.38266,75019,lodging,6
48.900102,2.38723,75019,lodging,6
48.868136,2.399965,75020,lodging,11
48.84719941,2.47133106,94120,lodging,2
48.8535,2.48745,94120,lodging,2
48.851158,2.4878755,94120,lodging,2
48.853763,2.484665,94120,lodging,2
48.84705,2.47045,94120,lodging,2
48.853643,2.483189,94120,lodging,2
48.853969,2.484492,94120,lodging,2
48.8465527,2.4905475,94130,lodging,2
48.84595,2.46859,94120,lodging,2
48.853231,2.484024,94120,lodging,2
48.83829332,2.49038445,94130,lodging,2
48.84683265,2.47140754,94120,lodging,2
48.8235158,2.2678165,92130,lodging,8
48.82313217,2.260750557,92130,lodging,8
48.817358,2.266321,92130,lodging,8
48.822378,2.266837,92130,lodging,8
48.81028626,2.267589668,92140,lodging,8
48.82519,2.27211,92140,lodging,8
48.817668,2.283245,92170,lodging,8
48.82314,2.26063,92130,lodging,8
48.8245306,2.2743419,92130,lodging,8
48.82399,2.27309,92130,lodging,8
48.890313,2.35531,75018,lodging,13
48.80529743,2.376792132,94200,lodging,2
48.798,2.38236,94400,lodging,2
48.8410606,2.4175,94160,lodging,15
48.844129,2.402291503,75012,lodging,15
48.84474,2.402481,75012,lodging,15
48.84703,2.40781,75012,lodging,15
48.7711388,2.4037367,94600,lodging,2
48.7652302,2.4091567,94600,lodging,2
48.77038144,2.408706268,94600,lodging,2
48.7641819,2.4124011,94600,lodging,2
48.76364,2.40329,94600,lodging,2
48.767254,2.4073166,94600,lodging,2
48.7632988,2.4028979,94600,lodging,2
48.7637913,2.4105447,94600,lodging,2
48.8746099,2.35655,75010,lodging,18
48.87465,2.35673,75010,lodging,18
48.87259,2.35287,75010,lodging,18
48.89398,2.33218,75018,lodging,18
48.837805,2.287132,75015,lodging,18
48.84641,2.29533,75015,lodging,18
48.84983,2.29478,75015,lodging,18
48.8481,2.30055,75015,lodging,18
48.832227,2.334595,75014,lodging,18
48.83338,2.32404,75014,lodging,18
48.8344852,2.3277294,75014,lodging,18
48.83596354,2.327551257,75014,lodging,18
48.839805,2.283447,75015,lodging,16
48.83338,2.3098,75015,lodging,18
48.812478,2.301028,92240,lodging,13
48.87847216,2.478612368,93110,lodging,3
48.8761902,2.4676769,93110,lodging,3
48.8730254,2.4796767,93110,lodging,3
48.875871,2.477496,93110,lodging,3
48.875678,2.4771023,93110,lodging,3
48.88191,2.47009,93110,lodging,3
48.877178,2.475463,93110,lodging,3
48.879852,2.474284,93562,lodging,3
48.878196,2.479419,93110,lodging,3
48.8743248,2.487163067,93110,lodging,3
48.837524,2.24815,92100,lodging,15
48.8278755,2.2421091,92100,lodging,15
48.833443,2.253788,92100,lodging,15
48.83212,2.24881,92100,lodging,15
48.83266,2.24923,92100,lodging,15
48.8351,2.24446,92100,lodging,15
48.8331829,2.2414843,92100,lodging,15
48.834116,2.243028,92100,lodging,15
48.8495,2.2761,75016,lodging,16
48.85005,2.2833,75015,lodging,16
48.8455299,2.28811,75015,lodging,16
48.851161,2.278534,75016,lodging,16
48.84938704,2.275433762,75016,lodging,16
48.8494987,2.2760999,75016,lodging,16
48.81113,2.31435,92120,lodging,7
48.81502,2.32062,92120,lodging,7
48.81907085,2.319197477,92120,lodging,7
48.8170924,2.3217155,92120,lodging,7
48.815457,2.317564,92120,lodging,7
48.8114444,2.3137624,92120,lodging,7
48.83317631,2.369397136,75013,lodging,10
48.8352,2.36952,75013,lodging,10
48.8907394,2.40154,93500,lodging,7
48.89092185,2.194969318,92000,lodging,5
48.89226,2.19803,92000,lodging,5
48.89101,2.19351,92000,lodging,5
48.88452607,2.203028413,92000,lodging,5
48.8928,2.20675,92000,lodging,5
48.89680496,2.198946244,92000,lodging,5
48.891907,2.1947789,92000,lodging,5
48.89186,2.19471,92000,lodging,5
48.8586152,2.4365655,93100,lodging,4
48.827437,2.241581,92100,lodging,13
48.82495,2.24399,92100,lodging,13
48.8303172,2.2454575,92100,lodging,13
48.8321853,2.241,92100,lodging,13
48.83230698,2.238073424,92100,lodging,13
48.789676,2.40182,94400,lodging,0
48.79342,2.39583,94400,lodging,0
48.790566,2.391074,94400,lodging,0
48.79294,2.393011,94400,lodging,0
48.7858086,2.3996301,94400,lodging,0
48.78772,2.4025,94400,lodging,0
48.7932,2.40111,94400,lodging,0
48.7908117,2.3983835,94400,lodging,0
48.793702,2.396168,94400,lodging,0
48.7891,2.38829,94400,lodging,0
48.88488237,2.262903138,92200,lodging,4
48.8841899,2.25956,92200,lodging,4
48.88423,2.26323,92200,lodging,4
48.878078,2.264073,75116,lodging,4
48.884307,2.260134,92200,lodging,4
48.80116,2.43161,94700,lodging,2
48.8001931,2.4323406,94700,lodging,2
48.8021581,2.4298521,94700,lodging,2
48.801877,2.43203,94700,lodging,2
48.8031562,2.4236405,94140,lodging,2
48.7858943,2.29356,92260,lodging,0
48.781642,2.301223,92330,lodging,0
48.791174,2.30356,92220,lodging,0
48.7816225,2.3010948,92330,lodging,0
48.7896798,2.3012798,92220,lodging,0
48.8509,2.45921,94120,lodging,0
48.8082363,2.390976,94200,lodging,2
48.8108411,2.379714,94200,lodging,2
48.7886,2.38843,94400,lodging,0
48.7998485,2.4014484,94400,lodging,0
48.7890892,2.388289928,94400,lodging,0
48.7920914,2.38625,94400,lodging,0
48.7924995,2.38621,94400,lodging,0
48.79324,2.38572,94400,lodging,0
48.87817,2.41489,93260,lodging,4
48.86861648,2.417728849,93170,lodging,4
48.88943,2.1655,92500,lodging,3
48.8897,2.16315,78400,lodging,3
48.889311,2.166182,92500,lodging,3
48.8894806,2.1653299,92500,lodging,3
48.8870391,2.1800715,92500,lodging,3
48.88867,2.16827,92500,lodging,3
48.88903917,2.164717861,92500,lodging,3
48.8892593,2.1681199,92500,lodging,3
48.8888,2.18334,92000,lodging,3
48.88912,2.16525,92500,lodging,3
48.887127,2.170913,92500,lodging,3
48.8894005,2.16541,92500,lodging,3
48.8869143,2.172499,92500,lodging,3
48.89020137,2.16378868,78400,lodging,3
48.8884,2.17153,92500,lodging,3
48.88988,2.18145,92000,lodging,3
48.88836,2.16837,92500,lodging,3
48.8883591,2.16837,92566,lodging,3
48.88906,2.16987,92500,lodging,3
48.8642716,2.3988357,75020,lodging,13
48.85441,2.41965,93100,lodging,12
48.85407,2.419145,93100,lodging,12
48.8535309,2.41189,75020,lodging,12
48.831666,2.255419697,92100,lodging,14
48.844959,2.252553,75016,lodging,14
48.83898,2.25536,75016,lodging,14
48.836899,2.252254,92100,lodging,14
48.8388798,2.2476638,92100,lodging,14
48.83565,2.40567,75012,lodging,16
48.83663285,2.404045577,75012,lodging,16
48.83464,2.40959,75012,lodging,16
48.84113666,2.396579236,75012,lodging,16
48.86445,2.28973,75116,lodging,18
48.865602,2.295358,75016,lodging,18
48.8639316,2.2935231,75116,lodging,18
48.87081347,2.296164371,75116,lodging,18
48.88549,2.31653,75017,lodging,18
48.8853205,2.316357,75017,lodging,18
48.85809,2.30365,75007,lodging,18
48.83243508,2.3890405,75012,lodging,10
48.84497,2.29721,75015,lodging,18
48.87909,2.27937,92200,lodging,18
48.8787095,2.2877119,75017,lodging,18
48.89028281,2.383967898,75019,lodging,12
