Restaurant_Latitude,Restaurant_Longitude,Restaurant_Zip_code,POI_Type,Count
48.84990689,2.272512445,75016,lodging,12
48.84779928,2.265695207,75016,lodging,12
48.83330747,2.414389187,75012,lodging,8
48.83479,2.31969,75014,lodging,18
48.8418,2.43307,94300,lodging,8
48.8482245,2.4345457,94300,lodging,8
48.84667,2.42807,94300,lodging,8
48.8464629,2.429069716,94300,lodging,8
48.8487099,2.43147,94300,lodging,8
48.85418,2.2759,75016,lodging,15
48.851052,2.275261,75016,lodging,15
48.83313,2.32428,75014,lodging,18
48.87215,2.36502,75010,lodging,18
48.8522,2.34841,75005,lodging,18
48.83476,2.344713,75013,lodging,18
48.81057123,2.384356387,94200,lodging,3
48.8104582,2.384394,94200,lodging,3
48.811149,2.384563,94200,lodging,3
48.832,2.3029,75015,lodging,17
48.88374,2.25987,92200,lodging,8
48.8849716,2.2966518,75017,lodging,18
48.81881791,2.255212085,92130,lodging,6
48.82580887,2.256338236,92130,lodging,6
48.817618,2.249047,92190,lodging,6
48.8191296,2.2550646,92130,lodging,6
48.82394,2.26066,92130,lodging,6
48.82651634,2.257471677,92130,lodging,6
48.825122,2.257554,92130,lodging,6
48.79224354,2.332960869,94230,lodging,2
48.80187,2.324341,94110,lodging,2
48.79042416,2.331747678,94230,lodging,2
48.8867,2.37466,75019,lodging,16
48.88282,2.37321,75019,lodging,16
48.877443,2.441318,93230,lodging,0
48.878809,2.449634,93130,lodging,0
48.8835852,2.4414313,93230,lodging,0
48.8818862,2.4395056,93230,lodging,0
48.8727493,2.44016,93230,lodging,0
48.8727016,2.453547435,93100,lodging,0
48.841551,2.219235,92210,lodging,5
48.84208841,2.220445919,92210,lodging,5
48.84464,2.21951,92210,lodging,5
48.84101,2.227915,92100,lodging,5
48.8423309,2.2194099,92210,lodging,5
48.8035,2.32493,94110,lodging,5
48.79948,2.3311799,94230,lodging,5
48.79928282,2.32849892,94230,lodging,5
48.8674894,2.3962727,75020,lodging,13
48.877657,2.337197,75009,lodging,18
48.87771,2.33739,75009,lodging,18
48.85599,2.44548,93100,lodging,4
48.851685,2.438507,94300,lodging,4
48.82345192,2.361822166,75013,lodging,16
48.82491,2.36226,75013,lodging,16
48.82225,2.35929,75013,lodging,16
48.8265032,2.3632729,75013,lodging,16
48.82691,2.3611,75013,lodging,16
48.825233,2.362466,75013,lodging,16
48.825667,2.365085,75013,lodging,16
48.82216,2.36075,75013,lodging,16
48.824317,2.363805,75013,lodging,16
48.8245355,2.362803,75013,lodging,16
48.8221893,2.36133,75013,lodging,16
48.82553912,2.361568064,75013,lodging,16
48.80619,2.41933,94140,lodging,0
48.8053819,2.419314,94140,lodging,0
48.80746653,2.414676,94140,lodging,0
48.8047436,2.4194909,94140,lodging,0
48.8095306,2.4173483,94140,lodging,0
48.8052145,2.4267018,94700,lodging,0
48.805,2.40511,94400,lodging,0
48.8454494,2.427592,94160,lodging,11
48.845408,2.428268,94300,lodging,11
48.88954,2.28937,92300,lodging,18
48.8553,2.33772,75006,lodging,18
48.87885,2.24225,92800,lodging,10
48.882914,2.240605,92800,lodging,10
48.88058,2.23907,92800,lodging,10
48.88148,2.23766,92800,lodging,10
48.878742,2.2423312,92800,lodging,10
48.8791494,2.2415844,92800,lodging,10
48.88547,2.23447,92800,lodging,10
48.878521,2.2349999,92800,lodging,10
48.87876,2.2425,92800,lodging,10
48.87903,2.24175,92800,lodging,10
48.8852,2.24262,92800,lodging,10
48.8833313,2.2467201,92800,lodging,10
48.87200932,2.232940455,92150,lodging,10
48.8792813,2.2408983,92800,lodging,10
48.851727,2.349427,75005,lodging,18
48.8298,2.32305,75014,lodging,18
48.8779,2.29885,75008,lodging,18
48.895148,2.417965,93500,lodging,4
48.89218,2.40891,93500,lodging,4
48.8937721,2.4090307,93500,lodging,4
48.89501001,2.418260048,93500,lodging,4
48.893598,2.415088,93500,lodging,4
48.881691,2.29213,75017,lodging,18
48.88319319,2.371056435,75019,lodging,16
48.87296,2.30986,75008,lodging,18
48.8728092,2.3095711,75008,lodging,18
48.877213,2.1841518,92500,lodging,3
48.870126,2.1808094,92500,lodging,3
48.87604,2.18034,92500,lodging,3
48.873116,2.192175,92500,lodging,3
48.87201425,2.1797431,92500,lodging,3
48.8735306,2.1822212,92500,lodging,3
48.870013,2.194816,92500,lodging,3
48.8691646,2.1981056,92500,lodging,3
48.86909,2.19806,92500,lodging,3
48.8743399,2.17338,92500,lodging,3
48.86944199,2.177571535,92500,lodging,3
48.876718,2.185089,92500,lodging,3
48.87633,2.18032,92500,lodging,3
48.874201,2.181341,92500,lodging,3
48.86828,2.193492,92500,lodging,3
48.87534,2.17797,92500,lodging,3
48.8736034,2.1892963,92500,lodging,3
48.897615,2.385119,75019,lodging,5
48.83574,2.31859,75014,lodging,18
48.8369373,2.3177973,75014,lodging,18
48.83907,2.32298,75014,lodging,18
48.91708957,2.35244828,93210,lodging,9
48.910695,2.358562,93210,lodging,9
48.83318,2.38594,75012,lodging,14
48.83335,2.3867,75012,lodging,14
48.833469,2.387035,75012,lodging,14
48.8147639,2.3619075,94270,lodging,8
48.81181,2.36182,94270,lodging,8
48.81106,2.36197,94270,lodging,8
48.81257,2.3616799,94270,lodging,8
48.8104,2.36376,94270,lodging,8
48.80984,2.36221,94270,lodging,8
48.82079696,2.363001142,75013,lodging,8
48.87161,2.228115,92150,lodging,8
48.87053148,2.218387902,92150,lodging,8
48.87055,2.22584,92150,lodging,8
48.86976062,2.226067953,92150,lodging,8
48.8697299,2.22769,92150,lodging,8
48.8701999,2.22685,92150,lodging,8
48.8752596,2.2196117,92150,lodging,8
48.86978,2.22775,92150,lodging,8
48.869067,2.227365,92150,lodging,8
48.8635836,2.2299742,75016,lodging,8
48.8700294,2.2274899,92150,lodging,8
48.8718472,2.230675,92150,lodging,8
48.8766061,2.2307339,92150,lodging,8
48.8692818,2.2278299,92150,lodging,8
48.869867,2.228552,92150,lodging,8
48.86904203,2.227298173,92150,lodging,8
48.8746732,2.2308606,92150,lodging,8
48.868294,2.226632,92150,lodging,8
48.873775,2.226976,92150,lodging,8
48.8699979,2.2277881,92150,lodging,8
48.85232,2.40384,75020,lodging,17
48.82471,2.412518,94220,lodging,5
48.82465,2.408558,94220,lodging,5
48.8275367,2.4046947,94220,lodging,5
48.882785,2.477215,93110,lodging,3
48.8819732,2.478629626,93110,lodging,3
48.884445,2.476275,93110,lodging,3
48.875661,2.485932,93110,lodging,3
48.87426,2.48254,93110,lodging,3
48.8757,2.48593,93117,lodging,3
48.88331,2.48018,93110,lodging,3
48.8731,2.48248,93110,lodging,3
48.88384672,2.476173865,93117,lodging,3
48.878768,2.478305,93110,lodging,3
48.882554,2.477844,93110,lodging,3
48.8805601,2.4773111,93110,lodging,3
48.87738,2.47921,93110,lodging,3
48.873,2.48421,93110,lodging,3
48.87237,2.48524,75011,lodging,3
48.8796109,2.4781802,93110,lodging,3
48.88438,2.53486,93220,lodging,3
48.89020839,2.195463501,92000,lodging,2
48.88411854,2.192887589,92000,lodging,2
48.8824081,2.18734,92500,lodging,2
48.8896526,2.196184,92000,lodging,2
48.89634,2.38414,75019,lodging,3
48.87831,2.29921,75008,lodging,18
48.87825,2.29893,75008,lodging,18
48.9049062,2.3023698,92110,lodging,8
48.86870295,2.359994911,75010,lodging,18
48.864002,2.250765,75016,lodging,2
48.8948898,2.4252601,93500,lodging,2
48.89502,2.42562,93500,lodging,2
48.83324,2.31693,75014,lodging,18
48.83826223,2.442553304,75012,lodging,8
48.85033,2.34478,75005,lodging,18
48.873965,2.34737,75009,lodging,18
48.8739024,2.3485246,75010,lodging,18
48.8913322,2.3394924,75018,lodging,18
48.839176,2.349675,75005,lodging,18
48.869011,2.289861,75016,lodging,18
48.837004,2.283679,75015,lodging,17
48.834837,2.291461,75015,lodging,17
48.920791,2.344385,93200,lodging,4
48.91884,2.34409,93200,lodging,4
48.919529,2.344491,93200,lodging,4
48.919748,2.343162,93200,lodging,4
48.9220237,2.342953,93200,lodging,4
48.913781,2.33595,93400,lodging,4
48.926384,2.342133,93200,lodging,4
48.85340823,2.377071821,75011,lodging,18
48.85529308,2.374878734,75011,lodging,18
48.874216,2.3624117,75010,lodging,18
48.82795985,2.352858063,75013,lodging,16
48.9000117,2.2809687,92300,lodging,3
48.8956145,2.2817502,92300,lodging,3
48.85917,2.47924,94120,lodging,4
48.8530312,2.4870601,94120,lodging,4
48.853512,2.4937496,94120,lodging,4
48.85427311,2.486048326,94120,lodging,4
48.8550883,2.4856167,94120,lodging,4
48.8514196,2.4873897,94120,lodging,4
48.85821511,2.49126449,94120,lodging,4
48.853025,2.476771,94120,lodging,4
48.85394262,2.48417274,94120,lodging,4
48.85368,2.4885,94120,lodging,4
48.8497314,2.49891,94170,lodging,4
48.85531,2.48584,94120,lodging,4
48.85242,2.48466,94120,lodging,4
48.9457826,2.2504846,95100,lodging,1
48.9463354,2.2541818,95100,lodging,1
48.9426838,2.253949,95100,lodging,1
48.9443947,2.2497583,95100,lodging,1
48.9531638,2.2434806,95100,lodging,1
48.94443,2.2513,95100,lodging,1
48.9454881,2.2533956,95100,lodging,1
48.9483,2.25779,95100,lodging,1
48.9451282,2.25009817,95100,lodging,1
48.9469414,2.25401,95100,lodging,1
48.77745056,2.45517993,95100,lodging,1
48.94371,2.24981,95100,lodging,1
48.93961,2.24651,95100,lodging,1
48.9446,2.25319,95100,lodging,1
48.9465559,2.2546711,95100,lodging,1
48.9455475,2.2533454,95100,lodging,1
48.85023,2.3308,75006,lodging,18
48.85108,2.33069,75006,lodging,18
48.8703669,2.3981757,75020,lodging,11
48.9251988,2.3645158,93200,lodging,6
48.925538,2.363841,93210,lodging,6
48.9302599,2.35564,93200,lodging,6
48.922264,2.3614713,93200,lodging,6
48.9319574,2.3559467,93200,lodging,6
48.92596,2.362588,93200,lodging,6
48.93086016,2.356894612,93200,lodging,6
48.930715,2.354651,93000,lodging,6
48.93036,2.35639,93200,lodging,6
48.9241675,2.3627466,93200,lodging,6
48.932316,2.355729,93200,lodging,6
48.92146617,2.363065826,93200,lodging,6
48.91922896,2.363024412,93210,lodging,6
48.8855,2.29888,75017,lodging,18
48.85267814,2.448770665,94120,lodging,2
48.90704,2.28226,92600,lodging,3
48.90618843,2.284123033,92600,lodging,3
48.9055275,2.2825338,92600,lodging,3
48.87832,2.33975,75009,lodging,18
48.8766231,2.2939538,75017,lodging,18
48.88777,2.33451,75018,lodging,18
48.845716,2.237201,92100,lodging,5
48.84554124,2.236982345,92100,lodging,5
48.8474443,2.2398202,92100,lodging,5
48.894585,2.266912,92200,lodging,7
48.89276,2.27118,92200,lodging,7
48.8968592,2.3846139,75019,lodging,9
48.81991,2.47532,94340,lodging,2
48.8191,2.4760399,94340,lodging,2
48.8198562,2.4838762,94500,lodging,2
48.81993,2.47542,94340,lodging,2
48.81982,2.48452,94500,lodging,2
48.8217416,2.4861189,94500,lodging,2
48.81979,2.485168,94500,lodging,2
48.8200775,2.4753241,94340,lodging,2
48.81233,2.4729199,94100,lodging,2
48.820636,2.485461,94500,lodging,2
48.8164,2.47825,94340,lodging,2
48.819883,2.478758,94340,lodging,2
48.8201822,2.4770593,94340,lodging,2
48.82005,2.47703,94340,lodging,2
48.8122086,2.472222,94100,lodging,2
48.87712,2.35141,75010,lodging,18
48.83197,2.24105,92100,lodging,14
48.85413,2.40004,75020,lodging,13
48.85760258,2.274798084,75016,lodging,16
48.8742485,2.33301,75009,lodging,18
48.8067935,2.4386489,94700,lodging,1
48.8086043,2.4362859,94700,lodging,1
48.809503,2.443381,94700,lodging,1
48.81174,2.42993,94700,lodging,1
48.80733,2.438381,94700,lodging,1
48.815395,2.443945,94700,lodging,1
48.8134516,2.4258996,94700,lodging,1
48.80552,2.44337,94700,lodging,1
48.807239,2.438639,94700,lodging,1
48.80994,2.4423499,94700,lodging,1
48.80526,2.44326,94700,lodging,1
48.802324,2.443364,94700,lodging,1
48.8106707,2.4435282,94700,lodging,1
48.89614,2.33827,75018,lodging,18
48.85301,2.26862,75016,lodging,11
48.84322,2.32005,75015,lodging,18
48.827802,2.272851,92130,lodging,13
48.8285789,2.2818601,92130,lodging,13
48.88124,2.32477,75008,lodging,18
48.85781,2.27752,75016,lodging,18
48.935471,2.359837,93200,lodging,4
48.93899,2.35064,93200,lodging,4
48.9365917,2.3511528,93200,lodging,4
48.9361154,2.3474846,93200,lodging,4
48.93573,2.3582301,93200,lodging,4
48.9369165,2.3511603,93200,lodging,4
48.9383898,2.3547316,93200,lodging,4
48.93574476,2.3583591,93200,lodging,4
48.93696,2.34865,93200,lodging,4
48.9379997,2.3574913,93200,lodging,4
48.93377,2.35579,93200,lodging,4
48.9383113,2.3557709,93200,lodging,4
48.93545,2.35819,93200,lodging,4
48.93210509,2.35355895,93200,lodging,4
48.93773,2.35773,93200,lodging,4
48.943,2.38315,75011,lodging,4
48.93566,2.35752,93200,lodging,4
48.936371,2.343121,93200,lodging,4
48.93531,2.35806,93200,lodging,4
48.9351999,2.3578767,93200,lodging,4
48.85888,2.32851,75007,lodging,18
48.8808905,2.340474,75009,lodging,18
48.88129,2.34093,75009,lodging,18
48.85278,2.33149,75006,lodging,18
48.8526688,2.33146,75006,lodging,18
48.85376703,2.332481525,75006,lodging,18
48.83762779,2.360636294,75013,lodging,18
48.85340455,2.215775763,92210,lodging,2
48.8622,2.22331,92150,lodging,2
48.852028,2.223356,92210,lodging,2
48.86304439,2.210769728,92150,lodging,2
48.8513877,2.221343,92210,lodging,2
48.85991084,2.219174295,92210,lodging,2
48.85992,2.22131,92210,lodging,2
48.86370943,2.212020933,92150,lodging,2
48.853749,2.364438,75004,lodging,17
48.874033,2.386386,75020,lodging,11
48.8320488,2.2381626,92100,lodging,13
48.87469,2.37272,75010,lodging,12
48.8267967,2.2792602,92130,lodging,15
48.87341,2.32152,75008,lodging,18
48.8901533,2.361363334,75018,lodging,4
48.8655891,2.44401,93100,lodging,3
48.8926232,2.3520804,75018,lodging,17
48.88638409,2.345207783,75018,lodging,17
48.85517186,2.420473812,93100,lodging,6
48.8194805,2.3233354,92120,lodging,18
48.86795,2.37274,75011,lodging,18
48.88797,2.3167,75017,lodging,18
48.88627,2.31799,75017,lodging,18
48.85552,2.37525,75011,lodging,18
48.85541,2.33988,75006,lodging,18
48.85533,2.33982,75006,lodging,18
48.87146,2.34574,75009,lodging,18
48.84911,2.42234,94300,lodging,14
48.823928,2.368045,75013,lodging,14
48.93126,2.35591,93200,lodging,7
48.93038418,2.356580617,93200,lodging,7
48.94300079,2.383150101,75011,lodging,7
48.8514514,2.3806465,75011,lodging,18
48.823704,2.3618672,75013,lodging,17
48.8256,2.3614099,75013,lodging,17
48.8523133,2.4279393,93100,lodging,9
48.7969415,2.4477798,94000,lodging,3
48.796349,2.448989,94000,lodging,3
48.79562,2.44871,94000,lodging,3
48.8098454,2.4433786,94700,lodging,3
48.9062739,2.3892056,93300,lodging,4
48.86586,2.3436,75002,lodging,16
48.86534,2.33106,75001,lodging,18
48.85136,2.38394,75011,lodging,18
48.85118221,2.3840757,75011,lodging,18
48.83757592,2.37336588,75013,lodging,12
48.86921925,2.332477745,75002,lodging,18
48.866122,2.345012,75002,lodging,18
48.8652299,2.34684,75002,lodging,18
48.86457809,2.344691,75001,lodging,18
48.863959,2.342631,75001,lodging,18
48.8188588,2.2495591,92130,lodging,2
48.816426,2.2474058,92190,lodging,2
48.87649424,2.33961564,75009,lodging,18
48.876663,2.340152,75009,lodging,18
48.8771047,2.3406102,75009,lodging,18
48.840087,2.23952,92100,lodging,11
48.84066,2.23949,92100,lodging,11
48.83967453,2.241401039,92100,lodging,11
48.884722,2.268588,92200,lodging,10
48.8277075,2.3493087,75013,lodging,18
48.859366,2.386916,75011,lodging,18
48.8591399,2.38641,75011,lodging,18
48.83323,2.24342,92100,lodging,15
48.834111,2.243894,75016,lodging,15
48.83424,2.24493,92100,lodging,15
48.83360822,2.24413991,92100,lodging,15
48.84142,2.35532,75005,lodging,18
48.824049,2.335835,75014,lodging,18
48.83387314,2.386219965,75012,lodging,11
48.82895,2.35324,75013,lodging,15
48.84115,2.33123,75014,lodging,18
48.8892,2.30416,75017,lodging,15
48.8381,2.2406,92150,lodging,14
48.83791456,2.240399549,92100,lodging,14
48.838098,2.239287,92100,lodging,14
48.83811,2.24002,92100,lodging,14
48.7842122,2.2195888,78140,lodging,3
48.7904092,2.220919,92360,lodging,3
48.78452739,2.225470584,92360,lodging,3
48.782298,2.220917,78140,lodging,3
48.779866,2.220498,78140,lodging,3
48.779832,2.220547,78140,lodging,3
48.78707,2.22591,92360,lodging,3
48.7824882,2.2193215,78140,lodging,3
48.7848334,2.2354485,92140,lodging,3
48.78238,2.220621,78140,lodging,3
48.7845435,2.231565,92360,lodging,3
48.78225338,2.220173031,78140,lodging,3
48.7811555,2.2364556,92140,lodging,3
48.7907201,2.2210783,92360,lodging,3
48.783371,2.220612,78140,lodging,3
48.781269,2.2195886,78140,lodging,3
48.7892156,2.2266215,92360,lodging,3
48.78066393,2.22032194,78140,lodging,3
48.78392,2.21913,78140,lodging,3
48.78031088,2.220133176,78140,lodging,3
48.780824,2.221656,78140,lodging,3
48.780151,2.220375,78140,lodging,3
48.7802,2.22044,78140,lodging,3
48.826956,2.374429,75013,lodging,9
48.88524,2.3345699,75018,lodging,18
48.88518,2.33472,75018,lodging,18
48.81873,2.4197,94410,lodging,4
48.81784,2.41846,94220,lodging,4
48.814956,2.412016,94140,lodging,4
48.81520716,2.418907,94700,lodging,4
48.8206818,2.3637187,75013,lodging,15
48.895442,2.195206,92000,lodging,3
48.88079461,2.271919682,92200,lodging,9
48.8808708,2.27163,92200,lodging,9
48.8809918,2.5066193,93250,lodging,2
48.8708255,2.5106874,93360,lodging,2
48.8778,2.33953,75009,lodging,18
48.84057,2.30478,75015,lodging,18
48.91256546,2.403060575,93300,lodging,0
48.92118,2.410074,93120,lodging,0
48.8732508,2.3904411,75020,lodging,11
48.82386,2.3509,75013,lodging,6
48.849318,2.281854,75015,lodging,18
48.84906646,2.282651019,75015,lodging,18
48.8666399,2.28594,75016,lodging,18
48.86631,2.28581,75016,lodging,18
48.866344,2.286151,75116,lodging,18
48.87665758,2.33261584,75009,lodging,18
48.8123,2.32622,92120,lodging,13
48.864068,2.365836,75003,lodging,18
48.82017,2.22695,92190,lodging,8
48.8274254,2.234821272,92100,lodging,8
48.827282,2.235123,92100,lodging,8
48.8317535,2.2910068,75015,lodging,15
48.78559,2.32883,94230,lodging,0
48.78228,2.3276,94230,lodging,0
48.79336,2.33505,94230,lodging,0
48.783352,2.341371,94240,lodging,0
48.79346563,2.336325087,94230,lodging,0
48.7841,2.33877,94230,lodging,0
48.7861603,2.3273057,94230,lodging,0
48.7783141,2.3347845,94240,lodging,0
48.7799852,2.3280693,94240,lodging,0
48.7803116,2.3391199,94240,lodging,0
48.8374944,2.2955888,75015,lodging,18
48.8005905,2.4019201,94400,lodging,1
48.84993534,2.298033,75015,lodging,18
48.847398,2.251075,75016,lodging,8
48.8680817,2.3781898,75011,lodging,18
48.82499,2.38884,94200,lodging,6
48.79363642,2.284993568,92260,lodging,1
48.7920189,2.286809832,92260,lodging,1
48.7926668,2.2847947,92260,lodging,1
48.790623,2.292043,92260,lodging,1
48.7917,2.28642,92260,lodging,1
48.7904,2.28972,92260,lodging,1
48.79035,2.29027,92260,lodging,1
48.78999,2.29096,92260,lodging,1
48.798347,2.287321,92320,lodging,1
48.79362,2.28434,92260,lodging,1
48.7923406,2.2851505,92260,lodging,1
48.7897195,2.2917467,92260,lodging,1
48.872991,2.354218,75010,lodging,18
48.87289,2.35431,75010,lodging,18
48.8367805,2.48562,94130,lodging,1
48.837521,2.484433,94130,lodging,1
48.8370175,2.4848949,94130,lodging,1
48.8387584,2.4883611,94130,lodging,1
48.8370751,2.4853441,94130,lodging,1
48.83765,2.48539,94130,lodging,1
48.8380814,2.48733,94130,lodging,1
48.83654,2.48218,94130,lodging,1
48.838223,2.489305,94130,lodging,1
48.83841,2.48731,94130,lodging,1
48.831658,2.489311,75005,lodging,1
48.8326,2.49029,94130,lodging,1
48.83778,2.48761,94130,lodging,1
48.837023,2.4836233,62170,lodging,1
48.838033,2.488565,94130,lodging,1
48.78268,2.33393,94240,lodging,1
48.7932858,2.3361817,94230,lodging,1
48.878948,2.284763,75017,lodging,18
48.8641437,2.4394937,93100,lodging,2
48.84167,2.34822,75005,lodging,18
48.88217,2.31977,75017,lodging,18
48.8822439,2.3196027,75017,lodging,18
48.91961303,2.362372754,93210,lodging,6
48.89069,2.2883,92300,lodging,13
48.879768,2.180589,92500,lodging,4
48.88,2.18122,92500,lodging,4
48.881031,2.18345,92500,lodging,4
48.8819885,2.1854501,92500,lodging,4
48.87974,2.18058,92500,lodging,4
48.88595,2.17987,92500,lodging,4
48.8255176,2.3538026,75013,lodging,16
48.82796,2.35109,75013,lodging,16
48.815,2.32074,92120,lodging,16
48.846208,2.421023,94300,lodging,13
48.79751472,2.31729661,92220,lodging,2
48.81591,2.45962,94410,lodging,2
48.81461,2.45948,94410,lodging,2
48.81537,2.46088,94410,lodging,2
48.8156815,2.4601901,94410,lodging,2
48.81611,2.45887,94410,lodging,2
48.817723,2.466705,94340,lodging,2
48.80286,2.42855,94700,lodging,2
48.80162,2.43205,94700,lodging,2
48.8025168,2.4288993,94700,lodging,2
48.8018628,2.4324364,94700,lodging,2
48.879447,2.314231,75008,lodging,18
48.913801,2.235881,92700,lodging,1
48.907441,2.241003,92250,lodging,1
48.90198029,2.239362048,92400,lodging,1
48.9069,2.2404,92250,lodging,1
48.908818,2.25168,92250,lodging,1
48.9092735,2.2376821,92700,lodging,1
48.9097833,2.2489724,92250,lodging,1
48.911503,2.2411537,92700,lodging,1
48.90546,2.24127,92250,lodging,1
48.90804,2.23887,92250,lodging,1
48.9062,2.24863,92250,lodging,1
48.9066301,2.2393464,92250,lodging,1
48.9051819,2.24891,92250,lodging,1
48.9071388,2.24314,92250,lodging,1
48.8778,2.19695,92500,lodging,0
48.87963349,2.21872491,92000,lodging,0
48.84987605,2.451916829,94300,lodging,1
48.85417,2.39634,75020,lodging,16
48.80073178,2.261993028,92140,lodging,1
48.8013,2.26481,92140,lodging,1
48.8012729,2.2651216,92140,lodging,1
48.8034284,2.2620356,92140,lodging,1
48.799815,2.257289,75011,lodging,1
48.84052,2.31532,75015,lodging,18
48.84053,2.31535,75015,lodging,18
48.8732285,2.3352585,75009,lodging,18
48.91833,2.39987,93300,lodging,2
48.9246401,2.3877055,93120,lodging,2
48.91918108,2.397702261,93300,lodging,2
48.8945933,2.268021,92200,lodging,4
48.896786,2.2543198,92400,lodging,4
48.862811,2.352435,75003,lodging,18
48.79056168,2.390831947,94400,lodging,0
48.7904816,2.39079,94400,lodging,0
48.939983,2.238575,69300,lodging,1
48.9378241,2.244487,95100,lodging,1
48.937314,2.257837,92700,lodging,1
48.9368578,2.23960146,95100,lodging,1
48.85472,2.29508,75015,lodging,18
48.9031613,2.228776,92000,lodging,4
48.89754544,2.219703209,92000,lodging,4
48.8950169,2.2221412,92000,lodging,4
48.901048,2.21351,92001,lodging,4
48.8951391,2.2238383,92000,lodging,4
48.90003414,2.229666816,92000,lodging,4
48.8816599,2.34645,75009,lodging,18
48.923413,2.25603,92700,lodging,3
48.9316801,2.25943,92700,lodging,3
48.9289155,2.2620512,92700,lodging,3
48.9240633,2.2524814,92700,lodging,3
48.92430294,2.253932198,92700,lodging,3
48.923411,2.25606,92700,lodging,3
48.9239871,2.2561761,92700,lodging,3
48.9314732,2.2578613,92700,lodging,3
48.92975,2.25807,92700,lodging,3
48.930558,2.2574606,92700,lodging,3
48.923691,2.259697,92700,lodging,3
48.92295,2.25555,92700,lodging,3
48.923821,2.253842,92700,lodging,3
48.92322,2.254498,92700,lodging,3
48.92378207,2.261093147,92700,lodging,3
48.87383,2.34482,75009,lodging,18
48.87446011,2.345330121,75009,lodging,18
48.842046,2.389735,75012,lodging,18
48.84186,2.38983,75012,lodging,18
48.8671112,2.32705,75001,lodging,18
48.84682,2.47225,94120,lodging,2
48.846431,2.470578,94120,lodging,2
48.84607,2.47049,94120,lodging,2
48.774163,2.381843,94400,lodging,1
48.85524,2.36113,75004,lodging,17
48.9529073,2.2608981,95100,lodging,0
48.82595,2.27823,92130,lodging,6
48.85166,2.33558,75006,lodging,18
48.85156,2.33539,75006,lodging,18
48.78248143,2.243426013,92140,lodging,3
48.784284,2.249374,92140,lodging,3
48.78207455,2.25595341,92350,lodging,3
48.78529,2.251077,92140,lodging,3
48.7831199,2.24619,92140,lodging,3
48.779789,2.2379179,92140,lodging,3
48.8638968,2.3525094,75003,lodging,18
48.864506,2.354586,75003,lodging,18
48.823505,2.249589,92130,lodging,7
48.8233526,2.2495318,92130,lodging,7
48.823187,2.249545,92130,lodging,7
48.8463732,2.2855172,75015,lodging,18
48.81598,2.41167,94140,lodging,4
48.85542,2.33333,75006,lodging,18
48.8554,2.33383,75006,lodging,18
48.8553886,2.3334401,75006,lodging,18
48.85569,2.3336,75006,lodging,18
48.83409,2.32246,75014,lodging,18
48.8879089,2.31861,75017,lodging,18
48.87044,2.28497,75116,lodging,18
48.87009042,2.285008072,75116,lodging,18
48.82133669,2.202504554,92310,lodging,1
48.8249918,2.2198133,92310,lodging,1
48.821312,2.2060812,92310,lodging,1
48.8219,2.20548,92310,lodging,1
48.82903,2.2244799,92310,lodging,1
48.82391,2.2103,92310,lodging,1
48.8285952,2.218625684,92210,lodging,1
48.82207,2.20609,92310,lodging,1
48.8252013,2.2151605,92310,lodging,1
48.8254278,2.2156478,92310,lodging,1
48.822,2.20589,92310,lodging,1
48.8212407,2.2109771,92310,lodging,1
48.84887,2.34744,75005,lodging,18
48.849847,2.348264,75005,lodging,18
48.85441,2.38444,75011,lodging,18
48.83990286,2.266474227,75016,lodging,10
48.87552929,2.31035833,75008,lodging,18
48.7967153,2.3016912,92220,lodging,1
48.7999099,2.28956,92320,lodging,1
48.8012505,2.29406,92320,lodging,1
48.80031,2.2896899,92320,lodging,1
48.799929,2.289734,92320,lodging,1
48.86028,2.36135,75003,lodging,18
48.84463,2.3108,75015,lodging,18
48.7926517,2.3660555,94800,lodging,1
48.78825884,2.366538151,94800,lodging,1
48.7946,2.36151,94800,lodging,1
48.7953641,2.367228,94800,lodging,1
48.7925,2.36654,94800,lodging,1
48.79198,2.369908,94800,lodging,1
48.79277,2.36659,94800,lodging,1
48.79482196,2.366267347,94800,lodging,1
48.822312,2.491457,94500,lodging,1
48.8233142,2.4957098,94500,lodging,1
48.81944,2.49028,94500,lodging,1
48.8196122,2.4861262,94500,lodging,1
48.819652,2.486029,94500,lodging,1
48.819844,2.482366,94340,lodging,1
48.8282819,2.4814043,94500,lodging,1
48.8237976,2.4964948,94500,lodging,1
48.8147433,2.4953373,94500,lodging,1
48.8375801,2.2581139,75016,lodging,12
48.837536,2.258247,75016,lodging,12
48.77209,2.36674,94550,lodging,3
48.7702789,2.3641,94550,lodging,3
48.7684052,2.3718734,94320,lodging,3
48.7692108,2.36782,94550,lodging,3
48.77238285,2.367212315,94550,lodging,3
48.7698784,2.36765,94550,lodging,3
48.76829567,2.367729541,94550,lodging,3
48.7709,2.36773,94550,lodging,3
48.772,2.36141,94550,lodging,3
48.7695694,2.36552,94550,lodging,3
48.810683,2.443699,94700,lodging,0
48.81747,2.44187,94410,lodging,0
48.88468,2.33894,75018,lodging,18
48.86706,2.39085,75020,lodging,15
48.86870475,2.389995323,75020,lodging,15
48.8644411,2.3980233,75020,lodging,12
48.8756647,2.331336848,75009,lodging,18
48.9268155,2.3031362,92230,lodging,3
48.92501,2.29001,92230,lodging,3
48.9226261,2.2950153,92230,lodging,3
48.92286,2.2949,92230,lodging,3
